% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=447883, Mon Sep  8 17:39:19 2025, <python>{}</python>
1 500 1.008027712169264 0 0 0.6000000000000001 0.6000000000000001 0.33333333333333326 0.33333333333333326 0.3097714407218919 0.3333333333333333 0.33333333333333337 0.3333333333333333
2 1000 0.9732944191788643 0 0 0.5909317278908718 0.6 0.306883589782811 0.32517901537152166 0.31674389272048203 0.3333333333333333 0.3333333333333333 0.282889205144897
3 1500 0.9357198444256662 0 0 0.5277943037517574 0.6000000000000001 0.2760826848793541 0.3076594165249393 0.30994387277746405 0.2991552979197998 0.31314392192144636 0.25397985005525364
4 2000 0.9115603992347978 0 0 0.48097214445197317 0.6 0.2584156246017508 0.2742104350420839 0.28383277155580766 0.2671381351358735 0.32020543914915617 0.2532098265735545
5 2500 0.9206236378467769 0 0 0.4650521670316722 0.5628073618244018 0.25238454233414936 0.2817931936111652 0.28388534406783267 0.2709368134687663 0.3299999686692634 0.263975965877319
6 3000 0.9591657662578649 0 0 0.4900336898635611 0.5819161094943328 0.27063604543277964 0.2896168508870506 0.2768959467418542 0.26627483255255857 0.33333333333333337 0.2616665370984683
7 3500 0.9517149590188427 0 0 0.5216879156392499 0.5316819217320187 0.2668595539845302 0.25274244924190525 0.28727463182796364 0.2536079237266996 0.3151810741934773 0.22482756772921145
8 4000 0.9832848615042226 0 0 0.5256126216953663 0.5305981131300118 0.2587394821878807 0.2558735414110874 0.29704489854634053 0.2654937623822676 0.28761710573874144 0.22874370842074537
9 4500 0.9593758485612027 0 0 0.4961252193640877 0.5299195725906868 0.2602957511126978 0.25654542758099236 0.2817006842590825 0.2596261206748046 0.26129707583236317 0.2418396627018116
10 5000 0.9744879580278373 0 0 0.5122514587530463 0.5327556304462314 0.27620445819667183 0.2514901775327949 0.2678292998484842 0.2566672589766051 0.293605557162683 0.2304061663433215
10 5000 0.9744879580278373 0 0 0.5122514587530463 0.5327556304462314 0.27620445819667183 0.2514901775327949 0.2678292998484842 0.2566672589766051 0.293605557162683 0.2304061663433215
