% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=447883, Mon Sep  8 17:39:19 2025, <python>{}</python>
1 500 1.008027712169264 1.0000437509570452 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
2 1000 0.9732944191788643 1.4294017372732264 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
3 1500 0.9357198444256662 1.7830021281255175 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
4 2000 0.9115603992347978 1.766759582670644 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
5 2500 0.9206236378467769 1.8648398597301337 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
6 3000 0.9591657662578649 1.9899810834204203 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
7 3500 0.9517149590188427 2.1834188026904995 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
8 4000 0.9832848615042226 2.3535945281346846 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
9 4500 0.9593758485612027 2.3105151797798333 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
10 5000 0.9744879580278373 2.442067500881219 36.03235361214805 3.6032353612148050e+01 76.0466417929093 76.0466417929093 20.00714409038062   
